source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Afghanistan: 2000s Post-intervention process_location_29,Afghanistan: 2000s Post-intervention process_location_45,"Crna Gora / Црна Гора, Crna Gora / Црна Гора","Ísland, Ísland",POINT (19.5180992 42.9868853),POINT (-18.1059013 64.9841821),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_29,Afghanistan: 2000s Post-intervention process_location_46,"Crna Gora / Црна Гора, Crna Gora / Црна Гора","Magyarország, Magyarország",POINT (19.5180992 42.9868853),POINT (19.5060937 47.1817585),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_29,Afghanistan: 2000s Post-intervention process_location_9,"Crna Gora / Црна Гора, Crna Gora / Црна Гора","Deutschland, Deutschland",POINT (19.5180992 42.9868853),POINT (10.4478313 51.1638175),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_29,Afghanistan: 2000s Post-intervention process_location_1,"Crna Gora / Црна Гора, Crna Gora / Црна Гора","Slovenija, Slovenija",POINT (19.5180992 42.9868853),POINT (14.8153333 46.1199444),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_30,"United Kingdom, United Kingdom","Malta, Malta",POINT (-3.2765753 54.7023545),POINT (14.4476911 35.8885993),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_31,"United Kingdom, United Kingdom","Danmark, Danmark",POINT (-3.2765753 54.7023545),POINT (10.3333283 55.670249),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_32,"United Kingdom, United Kingdom","Κύπρος, Κύπρος - Kıbrıs",POINT (-3.2765753 54.7023545),POINT (32.889902651331866 34.9174159),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_17,"United Kingdom, United Kingdom","Hrvatska, Hrvatska",POINT (-3.2765753 54.7023545),POINT (15.6575209 45.3658443),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_33,"United Kingdom, United Kingdom","Бългaрия, Бългaрия",POINT (-3.2765753 54.7023545),POINT (25.4856617 42.6073975),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_16,"United Kingdom, United Kingdom","Bosna i Hercegovina, Bosna i Hercegovina / Босна и Херцеговина",POINT (-3.2765753 54.7023545),POINT (17.5961467 44.3053476),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_34,"United Kingdom, United Kingdom","België - Belgique - Belgien, België / Belgique / Belgien",POINT (-3.2765753 54.7023545),POINT (4.6667145 50.6402809),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_14,"United Kingdom, United Kingdom","Azərbaycan, Azərbaycan",POINT (-3.2765753 54.7023545),POINT (47.7872508 40.3936294),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_35,"United Kingdom, United Kingdom","Österreich, Österreich",POINT (-3.2765753 54.7023545),POINT (14.12456 47.59397),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_12,"United Kingdom, United Kingdom","Հայաստան, Հայաստան",POINT (-3.2765753 54.7023545),POINT (44.6736646 40.7696272),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_36,"United Kingdom, United Kingdom","Shqipëria, Shqipëria",POINT (-3.2765753 54.7023545),POINT (19.9999619 41.000028),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_37,"United Kingdom, United Kingdom","Eesti, Eesti",POINT (-3.2765753 54.7023545),POINT (25.3319078 58.7523778),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_38,"United Kingdom, United Kingdom","Suomi / Finland, Suomi",POINT (-3.2765753 54.7023545),POINT (25.9209164 63.2467777),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_2,"United Kingdom, United Kingdom","France, France",POINT (-3.2765753 54.7023545),POINT (1.8883335 46.603354),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_39,"United Kingdom, United Kingdom","Северна Македонија, Северна Македонија",POINT (-3.2765753 54.7023545),POINT (21.7168387 41.6171214),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_40,"United Kingdom, United Kingdom","Luxembourg, Lëtzebuerg",POINT (-3.2765753 54.7023545),POINT (6.129799 49.6112768),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_41,"United Kingdom, United Kingdom","Lietuva, Lietuva",POINT (-3.2765753 54.7023545),POINT (23.7499997 55.3500003),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_42,"United Kingdom, United Kingdom","Liechtenstein, Liechtenstein",POINT (-3.2765753 54.7023545),POINT (9.5531527 47.1416307),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_43,"United Kingdom, United Kingdom","Latvija, Latvija",POINT (-3.2765753 54.7023545),POINT (24.7537645 56.8406494),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_11,"United Kingdom, United Kingdom","Қазақстан, Қазақстан",POINT (-3.2765753 54.7023545),POINT (66.7780818 48.1012954),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_18,"United Kingdom, United Kingdom","Italia, Italia",POINT (-3.2765753 54.7023545),POINT (12.674297 42.6384261),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_44,"United Kingdom, United Kingdom","Ireland, Éire / Ireland",POINT (-3.2765753 54.7023545),POINT (-7.9794599 52.865196),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_45,"United Kingdom, United Kingdom","Ísland, Ísland",POINT (-3.2765753 54.7023545),POINT (-18.1059013 64.9841821),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_46,"United Kingdom, United Kingdom","Magyarország, Magyarország",POINT (-3.2765753 54.7023545),POINT (19.5060937 47.1817585),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_9,"United Kingdom, United Kingdom","Deutschland, Deutschland",POINT (-3.2765753 54.7023545),POINT (10.4478313 51.1638175),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_3,Afghanistan: 2000s Post-intervention process_location_1,"United Kingdom, United Kingdom","Slovenija, Slovenija",POINT (-3.2765753 54.7023545),POINT (14.8153333 46.1199444),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_31,"Malta, Malta","Danmark, Danmark",POINT (14.4476911 35.8885993),POINT (10.3333283 55.670249),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_32,"Malta, Malta","Κύπρος, Κύπρος - Kıbrıs",POINT (14.4476911 35.8885993),POINT (32.889902651331866 34.9174159),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_17,"Malta, Malta","Hrvatska, Hrvatska",POINT (14.4476911 35.8885993),POINT (15.6575209 45.3658443),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_33,"Malta, Malta","Бългaрия, Бългaрия",POINT (14.4476911 35.8885993),POINT (25.4856617 42.6073975),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_16,"Malta, Malta","Bosna i Hercegovina, Bosna i Hercegovina / Босна и Херцеговина",POINT (14.4476911 35.8885993),POINT (17.5961467 44.3053476),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_34,"Malta, Malta","België - Belgique - Belgien, België / Belgique / Belgien",POINT (14.4476911 35.8885993),POINT (4.6667145 50.6402809),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_14,"Malta, Malta","Azərbaycan, Azərbaycan",POINT (14.4476911 35.8885993),POINT (47.7872508 40.3936294),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_35,"Malta, Malta","Österreich, Österreich",POINT (14.4476911 35.8885993),POINT (14.12456 47.59397),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_12,"Malta, Malta","Հայաստան, Հայաստան",POINT (14.4476911 35.8885993),POINT (44.6736646 40.7696272),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_36,"Malta, Malta","Shqipëria, Shqipëria",POINT (14.4476911 35.8885993),POINT (19.9999619 41.000028),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_37,"Malta, Malta","Eesti, Eesti",POINT (14.4476911 35.8885993),POINT (25.3319078 58.7523778),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_38,"Malta, Malta","Suomi / Finland, Suomi",POINT (14.4476911 35.8885993),POINT (25.9209164 63.2467777),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_2,"Malta, Malta","France, France",POINT (14.4476911 35.8885993),POINT (1.8883335 46.603354),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_39,"Malta, Malta","Северна Македонија, Северна Македонија",POINT (14.4476911 35.8885993),POINT (21.7168387 41.6171214),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_40,"Malta, Malta","Luxembourg, Lëtzebuerg",POINT (14.4476911 35.8885993),POINT (6.129799 49.6112768),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_41,"Malta, Malta","Lietuva, Lietuva",POINT (14.4476911 35.8885993),POINT (23.7499997 55.3500003),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_42,"Malta, Malta","Liechtenstein, Liechtenstein",POINT (14.4476911 35.8885993),POINT (9.5531527 47.1416307),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_43,"Malta, Malta","Latvija, Latvija",POINT (14.4476911 35.8885993),POINT (24.7537645 56.8406494),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_11,"Malta, Malta","Қазақстан, Қазақстан",POINT (14.4476911 35.8885993),POINT (66.7780818 48.1012954),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_18,"Malta, Malta","Italia, Italia",POINT (14.4476911 35.8885993),POINT (12.674297 42.6384261),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_30,Afghanistan: 2000s Post-intervention process_location_44,"Malta, Malta","Ireland, Éire / Ireland",POINT (14.4476911 35.8885993),POINT (-7.9794599 52.865196),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
