source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Afghanistan: 2000s Post-intervention process_location_16,Afghanistan: 2000s Post-intervention process_location_9,"تونس, تونس","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (9.400138 33.8439408),POINT (2.9999825 28.0000272),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_16,Afghanistan: 2000s Post-intervention process_location_18,"تونس, تونس","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (9.400138 33.8439408),POINT (53.9994829 24.0002488),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_16,Afghanistan: 2000s Post-intervention process_location_5,"تونس, تونس","مصر, مصر",POINT (9.400138 33.8439408),POINT (29.2675469 26.2540493),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_16,Afghanistan: 2000s Post-intervention process_location_2,"تونس, تونس","لبنان, لبنان",POINT (9.400138 33.8439408),POINT (35.843409 33.8750629),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_16,Afghanistan: 2000s Post-intervention process_location_4,"تونس, تونس","الأردن, الأردن",POINT (9.400138 33.8439408),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_16,Afghanistan: 2000s Post-intervention process_location_12,"تونس, تونس","العراق, العراق",POINT (9.400138 33.8439408),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_16,Afghanistan: 2000s Post-intervention process_location_7,"تونس, تونس","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (9.400138 33.8439408),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_17,"Türkiye, Türkiye","The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية",POINT (34.9249653 38.9597594),POINT (39.2014894 21.4757759),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_9,"Türkiye, Türkiye","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (34.9249653 38.9597594),POINT (2.9999825 28.0000272),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_18,"Türkiye, Türkiye","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (34.9249653 38.9597594),POINT (53.9994829 24.0002488),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_5,"Türkiye, Türkiye","مصر, مصر",POINT (34.9249653 38.9597594),POINT (29.2675469 26.2540493),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_2,"Türkiye, Türkiye","لبنان, لبنان",POINT (34.9249653 38.9597594),POINT (35.843409 33.8750629),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_4,"Türkiye, Türkiye","الأردن, الأردن",POINT (34.9249653 38.9597594),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_12,"Türkiye, Türkiye","العراق, العراق",POINT (34.9249653 38.9597594),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_13,Afghanistan: 2000s Post-intervention process_location_7,"Türkiye, Türkiye","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (34.9249653 38.9597594),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_9,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (39.2014894 21.4757759),POINT (2.9999825 28.0000272),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_18,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (39.2014894 21.4757759),POINT (53.9994829 24.0002488),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_5,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","مصر, مصر",POINT (39.2014894 21.4757759),POINT (29.2675469 26.2540493),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_2,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","لبنان, لبنان",POINT (39.2014894 21.4757759),POINT (35.843409 33.8750629),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_4,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","الأردن, الأردن",POINT (39.2014894 21.4757759),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_12,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","العراق, العراق",POINT (39.2014894 21.4757759),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_17,Afghanistan: 2000s Post-intervention process_location_7,"The Islamic Development Bank, شارع الملك خالد, 22331, شارع الملك خالد, منطقة مكة المكرمة, السعودية","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (39.2014894 21.4757759),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_9,Afghanistan: 2000s Post-intervention process_location_18,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (2.9999825 28.0000272),POINT (53.9994829 24.0002488),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_9,Afghanistan: 2000s Post-intervention process_location_5,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","مصر, مصر",POINT (2.9999825 28.0000272),POINT (29.2675469 26.2540493),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_9,Afghanistan: 2000s Post-intervention process_location_2,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","لبنان, لبنان",POINT (2.9999825 28.0000272),POINT (35.843409 33.8750629),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_9,Afghanistan: 2000s Post-intervention process_location_4,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","الأردن, الأردن",POINT (2.9999825 28.0000272),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_9,Afghanistan: 2000s Post-intervention process_location_12,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","العراق, العراق",POINT (2.9999825 28.0000272),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_9,Afghanistan: 2000s Post-intervention process_location_7,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (2.9999825 28.0000272),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_5,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","مصر, مصر",POINT (53.9994829 24.0002488),POINT (29.2675469 26.2540493),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_2,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","لبنان, لبنان",POINT (53.9994829 24.0002488),POINT (35.843409 33.8750629),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_4,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","الأردن, الأردن",POINT (53.9994829 24.0002488),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_12,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","العراق, العراق",POINT (53.9994829 24.0002488),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_18,Afghanistan: 2000s Post-intervention process_location_7,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (53.9994829 24.0002488),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_2,"مصر, مصر","لبنان, لبنان",POINT (29.2675469 26.2540493),POINT (35.843409 33.8750629),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_4,"مصر, مصر","الأردن, الأردن",POINT (29.2675469 26.2540493),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_12,"مصر, مصر","العراق, العراق",POINT (29.2675469 26.2540493),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_7,"مصر, مصر","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (29.2675469 26.2540493),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_2,Afghanistan: 2000s Post-intervention process_location_4,"لبنان, لبنان","الأردن, الأردن",POINT (35.843409 33.8750629),POINT (36.941628 31.1667049),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_2,Afghanistan: 2000s Post-intervention process_location_12,"لبنان, لبنان","العراق, العراق",POINT (35.843409 33.8750629),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_2,Afghanistan: 2000s Post-intervention process_location_7,"لبنان, لبنان","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (35.843409 33.8750629),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_4,Afghanistan: 2000s Post-intervention process_location_12,"الأردن, الأردن","العراق, العراق",POINT (36.941628 31.1667049),POINT (44.1749775 33.0955793),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_4,Afghanistan: 2000s Post-intervention process_location_7,"الأردن, الأردن","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (36.941628 31.1667049),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_12,Afghanistan: 2000s Post-intervention process_location_7,"العراق, العراق","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (44.1749775 33.0955793),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-12-05,2011,Conclusions of the Conference on Afghanistan and the International Community: From Transition to the Transformation Decade (Bonn Conference),Afghanistan: 2000s Post-intervention process,"This agreement renews the parties' commitment to the Kabul Process, and updates original commitments made at the Bonn conference in 2001. It focuses predominantly on international socio-economic assistance, reorganisation of the security forces, and the peace process. ",848
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_18,"مصر, مصر","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (29.2675469 26.2540493),POINT (53.9994829 24.0002488),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_7,"مصر, مصر","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (29.2675469 26.2540493),POINT (55.147647448637606 24.956654649999997),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_14,"مصر, مصر","السعودية, السعودية",POINT (29.2675469 26.2540493),POINT (42.3528328 25.6242618),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_13,"مصر, مصر","Türkiye, Türkiye",POINT (29.2675469 26.2540493),POINT (34.9249653 38.9597594),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
Afghanistan: 2000s Post-intervention process_location_5,Afghanistan: 2000s Post-intervention process_location_0,"مصر, مصر","Россия, Россия",POINT (29.2675469 26.2540493),POINT (97.7453061 64.6863136),Afghanistan,2011-11-02,2011,Istanbul Process on Regional Security and Cooperation for a Secure and Stable Afghanistan,Afghanistan: 2000s Post-intervention process,"This agreement expands on commitments made in the 2002 Kabul Declaration of Good Neighbourly Relations. It includes provisions for a wide range of issues, including security, counter-terrorism, corruption, socio-economic reconstruction, regional cooperation, education, culture and visa regimes. ",849
