Con,date,year,AgtId,From Node (Full Name),From Node (Short Name),PP,From Node Type,From Node Sub-Type,agt_description,signatory_id,Edge,actor_id,actor_id_type,To Node Name,actor_detail,actor_type,To Node Type,To Node Sub-Type,short_actor_name,country_based,isco3c_actor_based,actor_additional_info,PAX_Hyperlink,PDF_Hyperlink,location,location_address
Israel/Palestine,1995-09-28,1995,410,Israeli-Palestinian Interim Agreement on the West Bank and the Gaza Strip ('Oslo II'),"Framework-substantive, partial, September 1995",Israel-Palestine peace process,Peace Agreement,"Framework-substantive, partial",,1840,party,79,CON_79,Israel,,CON,Entity,Country/State,ISR,Israel,ISR,,https://www.peaceagreements.org/view/410,https://www.peaceagreements.org/viewmasterdocument/410,POINT (34.8594762 30.8124247),"ישראל, ישראל"
Israel/Palestine,1995-09-28,1995,410,Israeli-Palestinian Interim Agreement on the West Bank and the Gaza Strip ('Oslo II'),"Framework-substantive, partial, September 1995",Israel-Palestine peace process,Peace Agreement,"Framework-substantive, partial",,1843,third party,82,CON_82,Egypt,,CON,Entity,Country/State,EGY,Egypt,EGY,,https://www.peaceagreements.org/view/410,https://www.peaceagreements.org/viewmasterdocument/410,POINT (29.2675469 26.2540493),"مصر, مصر"
Israel/Palestine,1995-09-28,1995,410,Israeli-Palestinian Interim Agreement on the West Bank and the Gaza Strip ('Oslo II'),"Framework-substantive, partial, September 1995",Israel-Palestine peace process,Peace Agreement,"Framework-substantive, partial",,1845,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/410,https://www.peaceagreements.org/viewmasterdocument/410,POINT (97.7453061 64.6863136),"Россия, Россия"
Israel/Palestine,1995-09-28,1995,410,Israeli-Palestinian Interim Agreement on the West Bank and the Gaza Strip ('Oslo II'),"Framework-substantive, partial, September 1995",Israel-Palestine peace process,Peace Agreement,"Framework-substantive, partial",,1846,third party,80,CON_80,Jordan,,CON,Entity,Country/State,JOR,Jordan,JOR,,https://www.peaceagreements.org/view/410,https://www.peaceagreements.org/viewmasterdocument/410,POINT (36.941628 31.1667049),"الأردن, الأردن"
Georgia/Abkhazia,1999-06-09,1999,412,Istanbul Statement of the Georgian and Abkhaz sides on confidence-building measures,"Pre-negotiation, June 1999",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Agreed to address issue of exchange of hostages and prisoners, to support joint investigations of incidents threatening stability, and to ensure implementation of 24 Sept 1998 Protocol.  Provided for the revival of activities of working groups within framework of Coordinating Council, and the development of mechanisms for exchange of information, especially between mass media and law–enforcement organs.",1858,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/412,https://www.peaceagreements.org/viewmasterdocument/412,POINT (97.7453061 64.6863136),"Россия, Россия"
Tajikistan,1997-01-19,1997,428,Joint Statement by the Delegation of the Goverment of Tajikistan and the Delegation of the United Tajik Opposition,"Pre-negotiation, January 1997",Tajikistan peace process,Peace Agreement,Pre-negotiation,"Agreed on structure, composition and specific functions and powers of commission on national reconciliation and on the procedure for the adoption of the Reciprocal Pardon Act and Amnesty Act.  Agreement was also reached concerning the commission on elections, the conduct of a referendum for the transition period and mechanism for including UTO representatives in the Government power structures.  Agreement on continuing discussions on the question of the renewal of activity of the political parties and movements forming part of the UTO.",1905,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/428,https://www.peaceagreements.org/viewmasterdocument/428,POINT (97.7453061 64.6863136),"Россия, Россия"
Tajikistan,1997-01-19,1997,428,Joint Statement by the Delegation of the Goverment of Tajikistan and the Delegation of the United Tajik Opposition,"Pre-negotiation, January 1997",Tajikistan peace process,Peace Agreement,Pre-negotiation,"Agreed on structure, composition and specific functions and powers of commission on national reconciliation and on the procedure for the adoption of the Reciprocal Pardon Act and Amnesty Act.  Agreement was also reached concerning the commission on elections, the conduct of a referendum for the transition period and mechanism for including UTO representatives in the Government power structures.  Agreement on continuing discussions on the question of the renewal of activity of the political parties and movements forming part of the UTO.",1901,third party,289,CON_289,Iran (Islamic Republic of),,CON,Entity,Country/State,IRN,Iran (Islamic Republic of),IRN,,https://www.peaceagreements.org/view/428,https://www.peaceagreements.org/viewmasterdocument/428,POINT (55.147647448637606 24.956654649999997),"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة"
Tajikistan,1997-03-08,1997,429,Joint Statement by the Delegation of the Govt of the Rep of Tajikistan and the Delegation of the United Tajik Opposition on the outcome of the Inter-Tajik Talks held in Moscow from 26 February to 8 March 1997,"Pre-negotiation, March 1997",Tajikistan peace process,Peace Agreement,Pre-negotiation,"Joint Statement accompanying Protocol on Military Issues, agreeing date and venue for next round of talks.",1912,third party,289,CON_289,Iran (Islamic Republic of),,CON,Entity,Country/State,IRN,Iran (Islamic Republic of),IRN,,https://www.peaceagreements.org/view/429,https://www.peaceagreements.org/viewmasterdocument/429,POINT (55.147647448637606 24.956654649999997),"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة"
Tajikistan,1997-03-08,1997,429,Joint Statement by the Delegation of the Govt of the Rep of Tajikistan and the Delegation of the United Tajik Opposition on the outcome of the Inter-Tajik Talks held in Moscow from 26 February to 8 March 1997,"Pre-negotiation, March 1997",Tajikistan peace process,Peace Agreement,Pre-negotiation,"Joint Statement accompanying Protocol on Military Issues, agreeing date and venue for next round of talks.",1916,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/429,https://www.peaceagreements.org/viewmasterdocument/429,POINT (97.7453061 64.6863136),"Россия, Россия"
Angola,1994-11-15,1994,439,Lusaka Protocol,"Framework-substantive, comprehensive, November 1994",Angola: UNITA process,Peace Agreement,"Framework-substantive, comprehensive","A short agreement with 10 annexes: Agenda of the Angola Peace Talks between the Government and UNITA; Reaffirmation of the acceptance, by the Government and UNITA, of the relevant legal instruments; Military Issues – I and - II; The Police; National Reconciliation; Completion of the Electoral Process; The United Nations mandate and the role of the Observers of the ""Acordos de Paz"" and the Joint Commission; Timetable for the implementation of the Lusaka Protocol; Other matters. Reaffirms earlier agreement 'Accordo de Paz para Angola' and re-establishes ceasefire; sets out staged implementation; deals extensively with setting up new army incorporating UNITA",1952,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/439,https://www.peaceagreements.org/viewmasterdocument/439,POINT (97.7453061 64.6863136),"Россия, Россия"
Moldova/Transdniestria,1997-05-08,1997,454,Memorandum on the Bases for Normalization of Relations between the Republic of Moldova and Transdniestria,"Framework-substantive, partial, May 1997",Moldova Transdniestria process,Peace Agreement,"Framework-substantive, partial","This short agreement reaffirms commitments not to use or threaten force and to resolve differences through peaceful means with the assistance of the Russian Federation and Ukraine, the OSCE and the CIS. It defines these relations and the status of Transdniestria to be based on the principles of mutually agreed decisions, including the division and delegation of competencies and mutually assured guarantees. It also requests that the Russian Federation, Ukraine and the OSCE to continue their mediating efforts and reaffirmed continuance of activities for maintaining peace carried out by the Joint Peace-keeping forces in the Security Zone.",1993,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/454,https://www.peaceagreements.org/viewmasterdocument/454,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1997-05-12,1997,481,Peace Treaty and Principles of Interrelation between Russian Federation and Chechen Republic Ichkeria,"Pre-negotiation, May 1997",Chechnya peace process,Peace Agreement,Pre-negotiation,"Brief agreement with three provisions. Treaty was accompanied by two intergovernmental agreements, one dealing with economic cooperation, and the second with the mechanism for effecting financial transfers between Russian Central Banka and Chechen government.",2137,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/481,https://www.peaceagreements.org/viewmasterdocument/481,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1997-05-12,1997,481,Peace Treaty and Principles of Interrelation between Russian Federation and Chechen Republic Ichkeria,"Pre-negotiation, May 1997",Chechnya peace process,Peace Agreement,Pre-negotiation,"Brief agreement with three provisions. Treaty was accompanied by two intergovernmental agreements, one dealing with economic cooperation, and the second with the mechanism for effecting financial transfers between Russian Central Banka and Chechen government.",2138,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/481,https://www.peaceagreements.org/viewmasterdocument/481,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Georgia/Abkhazia,1994-05-11,1994,492,Proposal for the Establishment of a Coordinating Commission,"Pre-negotiation, May 1994",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Agreed to establish a Agreement to establish a Coordinating Commission to discuss practical matters of mutual interest (energy, transport, communications, ecology and so on). The Commission will be established for the transitional period until the conflict has been resolved.",2176,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/492,https://www.peaceagreements.org/viewmasterdocument/492,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1995-06-21,1995,509,"Protocol of the Meeting of Delegates for the Peaceful Resolution of the Crisis in the Chechen Republic, with the Cooperation of the OSCE","Ceasefire, June 1995",Chechnya peace process,Peace Agreement,Ceasefire,"Agreement provides measures to guarantee a cessation of armed activity, as well as a confidence building measure by Chechnya to aid Russia in detaining the Chechen militant, Shamil Basaev.",2229,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/509,https://www.peaceagreements.org/viewmasterdocument/509,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1995-06-21,1995,509,"Protocol of the Meeting of Delegates for the Peaceful Resolution of the Crisis in the Chechen Republic, with the Cooperation of the OSCE","Ceasefire, June 1995",Chechnya peace process,Peace Agreement,Ceasefire,"Agreement provides measures to guarantee a cessation of armed activity, as well as a confidence building measure by Chechnya to aid Russia in detaining the Chechen militant, Shamil Basaev.",2230,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/509,https://www.peaceagreements.org/viewmasterdocument/509,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Russia/Chechnya,1995-06-20,1995,510,Protocol of the Meeting of Delegations on the Issue of Peaceful Resolution of the Crisis in the Chechen Republic with OSCE Support,"Pre-negotiation, June 1995",Chechnya peace process,Peace Agreement,Pre-negotiation,"Pre-negotiation agmt; parties agree 'block of war issues' for further negotiation, including 'political and social issues', and the 'economic block'",2232,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/510,https://www.peaceagreements.org/viewmasterdocument/510,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1995-06-20,1995,510,Protocol of the Meeting of Delegations on the Issue of Peaceful Resolution of the Crisis in the Chechen Republic with OSCE Support,"Pre-negotiation, June 1995",Chechnya peace process,Peace Agreement,Pre-negotiation,"Pre-negotiation agmt; parties agree 'block of war issues' for further negotiation, including 'political and social issues', and the 'economic block'",2233,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/510,https://www.peaceagreements.org/viewmasterdocument/510,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Russia/Chechnya,1996-06-10,1996,511,Protocol of the Meeting of the Commissions on the Negotiations Regarding a Ceasefire and Cessation of Hostilities and on Measures to Settle the Armed Conflict on the Territory of the Chechen Republic,"Ceasefire, June 1996",Chechnya peace process,Peace Agreement,Ceasefire,"Agreement provides for a comprehensive ceasefire, a withdrawal of the Provisional United Forces by the end of August 1996, ",2236,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/511,https://www.peaceagreements.org/viewmasterdocument/511,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1996-05-28,1996,512,Protocol of the Meeting of the Working Groups on the Question of a Settlement of the Armed Conflict on the Territory of the Chechen Republic,"Implementation, May 1996",Chechnya peace process,Peace Agreement,Implementation,"Parties exchanged proposals on a ceasefire and the composition of working commissions for negotiations and time-frames for the following meeting, and agreed objectives for liberating all persons being retained by force.",2242,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/512,https://www.peaceagreements.org/viewmasterdocument/512,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1996-05-28,1996,512,Protocol of the Meeting of the Working Groups on the Question of a Settlement of the Armed Conflict on the Territory of the Chechen Republic,"Implementation, May 1996",Chechnya peace process,Peace Agreement,Implementation,"Parties exchanged proposals on a ceasefire and the composition of working commissions for negotiations and time-frames for the following meeting, and agreed objectives for liberating all persons being retained by force.",2243,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/512,https://www.peaceagreements.org/viewmasterdocument/512,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Russia/Chechnya,1996-06-10,1996,513,"Protocol of the Meeting of the Working Groups, Formed under the Negotiations Commissions, to Locate Missing Persons and to Free Forcibly Detained Persons","Implementation, June 1996",Chechnya peace process,Peace Agreement,Implementation,Agreement provided for the establishment of a joint working group to locate missing persons and to free POWs and set date for exchange of 27 military personnel from each side.,2246,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/513,https://www.peaceagreements.org/viewmasterdocument/513,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1996-06-10,1996,513,"Protocol of the Meeting of the Working Groups, Formed under the Negotiations Commissions, to Locate Missing Persons and to Free Forcibly Detained Persons","Implementation, June 1996",Chechnya peace process,Peace Agreement,Implementation,Agreement provided for the establishment of a joint working group to locate missing persons and to free POWs and set date for exchange of 27 military personnel from each side.,2247,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/513,https://www.peaceagreements.org/viewmasterdocument/513,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Tajikistan,1997-03-08,1997,514,Protocol on Military Issues,"Framework-substantive, partial, March 1997",Tajikistan peace process,Peace Agreement,"Framework-substantive, partial","Commitments to ‘reintegration, disarmament and disbandment of armed units of United Tajik Opposition, as well as reform of governmental power structures,’ to be carried out by President, Commission on National Reconciliation and with cooperation of UN observers.  The detail of four stages is provided, leading from a UTO inventory, to UTO reintegration into governmental power structures.  Joint crime measures are to be taken as ‘confidence-building’ measures.",2257,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/514,https://www.peaceagreements.org/viewmasterdocument/514,POINT (97.7453061 64.6863136),"Россия, Россия"
Tajikistan,1997-03-08,1997,514,Protocol on Military Issues,"Framework-substantive, partial, March 1997",Tajikistan peace process,Peace Agreement,"Framework-substantive, partial","Commitments to ‘reintegration, disarmament and disbandment of armed units of United Tajik Opposition, as well as reform of governmental power structures,’ to be carried out by President, Commission on National Reconciliation and with cooperation of UN observers.  The detail of four stages is provided, leading from a UTO inventory, to UTO reintegration into governmental power structures.  Joint crime measures are to be taken as ‘confidence-building’ measures.",2253,third party,289,CON_289,Iran (Islamic Republic of),,CON,Entity,Country/State,IRN,Iran (Islamic Republic of),IRN,,https://www.peaceagreements.org/view/514,https://www.peaceagreements.org/viewmasterdocument/514,POINT (55.147647448637606 24.956654649999997),"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة"
Tajikistan,1997-05-27,1997,519,Protocol on the Guarantees of Implementation of the General Agreement on Establishment of Peace and National Accord in Tajikistan,"Implementation, May 1997",Tajikistan peace process,Peace Agreement,Implementation,Agreement establishing role of the international community in enforcing the General Agreement and the work of the Commission on National Reconciliation.,2285,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/519,https://www.peaceagreements.org/viewmasterdocument/519,POINT (97.7453061 64.6863136),"Россия, Россия"
Tajikistan,1997-05-27,1997,519,Protocol on the Guarantees of Implementation of the General Agreement on Establishment of Peace and National Accord in Tajikistan,"Implementation, May 1997",Tajikistan peace process,Peace Agreement,Implementation,Agreement establishing role of the international community in enforcing the General Agreement and the work of the Commission on National Reconciliation.,2279,third party,289,CON_289,Iran (Islamic Republic of),,CON,Entity,Country/State,IRN,Iran (Islamic Republic of),IRN,,https://www.peaceagreements.org/view/519,https://www.peaceagreements.org/viewmasterdocument/519,POINT (55.147647448637606 24.956654649999997),"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة"
Georgia/Russia/Abkhazia,1994-04-04,1994,524,Quadripartite Agreement on Voluntary Return of Refugees and Displaced Persons,"Framework-substantive, partial, April 1994",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Agreed to guarantee safety of refugees/displaced persons and to respect their right to return peacefully.  Also made provision for freedom of movement; return of property; role of UNHCR and establishment of a Commission to create conditions for refugee return and of a mechanism to reunify families.,2298,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/524,https://www.peaceagreements.org/viewmasterdocument/524,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1997-12-18,1997,525,Record of the first meeting of the Coordinating Council of the Georgian and Abkhaz Parties and Statute of the Coordinating Council,"Pre-negotiation, December 1997",Abkhazia peace process,Peace Agreement,Pre-negotiation,Adopted Statute of Coordinating Council to take forward negotiations.  Council would include three representatives each from Georgian and Abkhaz parties and decisions would be binding.  Agreed programmes for 3 working groups: Working Group I to deal with issues related to the lasting non-resumption of hostilities and security problems; Working Group II with refugees/displaced persons and Working Group III with economic and social problems.,2302,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/525,https://www.peaceagreements.org/viewmasterdocument/525,POINT (97.7453061 64.6863136),"Россия, Россия"
China/Kazakhstan/Kyrgyzstan/Russia/Tajikistan,1996-04-26,1996,531,"Agreement between Russian Federation, Republic of Kazakstan, Kyrgyz Republic, Republic of Tajikistan and People's Republic of China on Confidence Building in the Military Field in the Border Area","Framework-substantive, partial, April 1996",Russia-China-Central Asian borders interstate process,Peace Agreement,"Framework-substantive, partial",This agreement provides for border security and confidence measures between the five parties to the agreement. It calls for military disclosure when the parties are undertaking border and naval exercises and for reduction of troop levels in the border areas. It also allows the parties to observe and inspect troop movements in each territory upon invitation.,2319,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/531,https://www.peaceagreements.org/viewmasterdocument/531,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1996-11-23,1996,532,Russian-Chechen Agreement,"Framework-substantive, partial, November 1996",Chechnya peace process,Peace Agreement,"Framework-substantive, partial","Agreement on the principles of relations between the federal center of the Russian Federation and the Chechen Republic, until the election of a new parliament and President of the Chechen Republic, concerning the economic sector and humanitarian issues, and the defense sector.",2326,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/532,https://www.peaceagreements.org/viewmasterdocument/532,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Russia/Chechnya,1996-11-23,1996,532,Russian-Chechen Agreement,"Framework-substantive, partial, November 1996",Chechnya peace process,Peace Agreement,"Framework-substantive, partial","Agreement on the principles of relations between the federal center of the Russian Federation and the Chechen Republic, until the election of a new parliament and President of the Chechen Republic, concerning the economic sector and humanitarian issues, and the defense sector.",2325,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/532,https://www.peaceagreements.org/viewmasterdocument/532,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1996-08-25,1996,533,Russian-Chechen Truce Agreement: Principles for Determining the Fundamentals of  Relations between the Russian Federation and the Chechen Republic [Khasavyut Accord],"Framework-substantive, partial, August 1996",Chechnya peace process,Peace Agreement,"Framework-substantive, partial","Postponed a decision on the status of Chechnya, calling for an agreement on a treaty for regulating Russian-Chechen relations to be made before 31 December 2001.  Also stipulated the creation of  Joint Commission of Russian and Chechen representatives to prepare for the withdrawal of Russian forces from Chechnya, combat ‘crime and terrorism’, draw up proposals for economic reconstruction, implement programmes for rebuilding of infrastructure, and control supply and distribution of food and medical aid.  Joint commitment to agreement made by parties on 31 August 1996.",2329,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/533,https://www.peaceagreements.org/viewmasterdocument/533,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Russia/Chechnya,1996-08-25,1996,533,Russian-Chechen Truce Agreement: Principles for Determining the Fundamentals of  Relations between the Russian Federation and the Chechen Republic [Khasavyut Accord],"Framework-substantive, partial, August 1996",Chechnya peace process,Peace Agreement,"Framework-substantive, partial","Postponed a decision on the status of Chechnya, calling for an agreement on a treaty for regulating Russian-Chechen relations to be made before 31 December 2001.  Also stipulated the creation of  Joint Commission of Russian and Chechen representatives to prepare for the withdrawal of Russian forces from Chechnya, combat ‘crime and terrorism’, draw up proposals for economic reconstruction, implement programmes for rebuilding of infrastructure, and control supply and distribution of food and medical aid.  Joint commitment to agreement made by parties on 31 August 1996.",2328,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/533,https://www.peaceagreements.org/viewmasterdocument/533,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1997-08-14,1997,546,Statement on the meeting between the Georgian and Abkhaz parties,"Pre-negotiation, August 1997",Abkhazia peace process,Peace Agreement,Pre-negotiation,Expressed determination to end conflict and commitment to resolving differences of opinion by peaceful political means.  Noted there were substantial differences on key issues and agreed on need to maintain contact.,2372,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/546,https://www.peaceagreements.org/viewmasterdocument/546,POINT (97.7453061 64.6863136),"Россия, Россия"
Afghanistan,1999-07-19,1999,553,Tashkent Declaration on Fundamental Principles for a Peaceful Settlement of the Conflict in Afghanistan,"Pre-negotiation, July 1999",Afghanistan: 2000s Post-intervention process,Peace Agreement,Pre-negotiation,"This short declaration commits the parties to refrain from providing military support to any group in Afghanistan. It outlines a negotiation process, and refers to issues including the trade of narcotics, humanitarian assistance, and the formation of a multi-ethnic government. ",2417,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/553,https://www.peaceagreements.org/viewmasterdocument/553,POINT (97.7453061 64.6863136),"Россия, Россия"
Afghanistan,1999-07-19,1999,553,Tashkent Declaration on Fundamental Principles for a Peaceful Settlement of the Conflict in Afghanistan,"Pre-negotiation, July 1999",Afghanistan: 2000s Post-intervention process,Peace Agreement,Pre-negotiation,"This short declaration commits the parties to refrain from providing military support to any group in Afghanistan. It outlines a negotiation process, and refers to issues including the trade of narcotics, humanitarian assistance, and the formation of a multi-ethnic government. ",2413,party,289,CON_289,Iran (Islamic Republic of),,CON,Entity,Country/State,IRN,Iran (Islamic Republic of),IRN,,https://www.peaceagreements.org/view/553,https://www.peaceagreements.org/viewmasterdocument/553,POINT (55.147647448637606 24.956654649999997),"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة"
Tajikistan,1997-05-18,1997,555,Tehran Declaration,"Pre-negotiation, May 1997",Tajikistan peace process,Peace Agreement,Pre-negotiation,"Declaration accompanying Protocol on the Guarantees of Implementation welcoming commitments made in the Protocol, thanking the Guarantor nation.",2431,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/555,https://www.peaceagreements.org/viewmasterdocument/555,POINT (97.7453061 64.6863136),"Россия, Россия"
Tajikistan,1997-05-18,1997,555,Tehran Declaration,"Pre-negotiation, May 1997",Tajikistan peace process,Peace Agreement,Pre-negotiation,"Declaration accompanying Protocol on the Guarantees of Implementation welcoming commitments made in the Protocol, thanking the Guarantor nation.",2428,third party,289,CON_289,Iran (Islamic Republic of),,CON,Entity,Country/State,IRN,Iran (Islamic Republic of),IRN,,https://www.peaceagreements.org/view/555,https://www.peaceagreements.org/viewmasterdocument/555,POINT (55.147647448637606 24.956654649999997),"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة"
Georgia/Abkhazia,2001-03-16,2001,609,Yalta Declaration of the Georgian and Abkhaz Sides and Programme of Action on Confidence-Building,"Pre-negotiation, March 2001",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Sides reaffirm commitment to peaceful resolution and safe return of refugees. Sides requesting UN, the Group of Friends of the UNSG for Georgia, the OSCE and CIS to become guarantors for the process. Sides agree to adopt programme of confidence-building measures annexed to Declaration.",2683,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/609,https://www.peaceagreements.org/viewmasterdocument/609,POINT (97.7453061 64.6863136),"Россия, Россия"
Armenia/Azerbaijan/Russia/(Nagorno-Karabakh),1991-09-23,1991,611,Zheleznovodsk Declaration,"Pre-negotiation, September 1991",Armenia-Azerbaijan-Nagorno Karabakh: Process 1990s,Peace Agreement,Pre-negotiation,"Further to mediation mission by Boris Yeltsin (Russian Federation), and Kazakhstan, parties agreed that the sides believe that the necessary and binding conditions for settlement of the conflict are a ceasefire, the repeal, before January 1 1992, of all unconstitutional Azerbaijani and Armenian enactments concerning Nagorno Karabakh, the recognition of authority of legitimate bodies of power, the withdrawal from the conflict zone of all armed forces, except units of Soviet Interior Ministry and Soviet Defence Ministry troops.",2693,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/611,https://www.peaceagreements.org/viewmasterdocument/611,POINT (97.7453061 64.6863136),"Россия, Россия"
Syria,2012-06-30,2012,784,Final Communiqué of the Action Group for Syria (Geneva Communiqué),"Pre-negotiation, June 2012",Syrian peace process,Peace Agreement,Pre-negotiation,"Agreement to take collective action to bring about a ceasefire in Syria, and to support a Syrian-led political transition, in part through implementation of previous commitments (the Six Point plan and UNSC resolutions 2042 (2012) and 2043 (2012)).",3307,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/784,https://www.peaceagreements.org/viewmasterdocument/784,POINT (97.7453061 64.6863136),"Россия, Россия"
Syria,2012-06-30,2012,784,Final Communiqué of the Action Group for Syria (Geneva Communiqué),"Pre-negotiation, June 2012",Syrian peace process,Peace Agreement,Pre-negotiation,"Agreement to take collective action to bring about a ceasefire in Syria, and to support a Syrian-led political transition, in part through implementation of previous commitments (the Six Point plan and UNSC resolutions 2042 (2012) and 2043 (2012)).",3315,party,347,IGO_347,League of Arab States,,IGO,Entity,IGO,LOAS,,,The League of Arab States is an IGO with affiliations to Regional Diplomatic IGOs (International Government Organizations). ,https://www.peaceagreements.org/view/784,https://www.peaceagreements.org/viewmasterdocument/784,POINT (29.309454311030105 30.864637000000002),"جامعة الدول العربية, مطروح, مصر"
