source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution,source_location,target_location
Miguel García Rodríguez,Jose María Alvarez Rodríguez,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",University of Oviedo,University of Oviedo,"Oviedo / Uviéu, Principado de Asturias, España","Oviedo / Uviéu, Principado de Asturias, España"
Miguel García Rodríguez,Diego Berrueta Muñoz,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",University of Oviedo,Fundacion CTIC,"Oviedo / Uviéu, Principado de Asturias, España","Gijón / Xixón, Principado de Asturias, España"
Miguel García Rodríguez,Luis Polo Paredes,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",University of Oviedo,Fundacion CTIC,"Oviedo / Uviéu, Principado de Asturias, España","Gijón / Xixón, Principado de Asturias, España"
Miguel García Rodríguez,Jose Emilio Labra Gayo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",University of Oviedo,University of Oviedo,"Oviedo / Uviéu, Principado de Asturias, España","Oviedo / Uviéu, Principado de Asturias, España"
Miguel García Rodríguez,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University,"Oviedo / Uviéu, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Miguel García Rodríguez,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University,"Oviedo / Uviéu, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Miguel García Rodríguez,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364),semantic web,University of Oviedo,Machine Intelligence Research Labs (MIR Labs),"Oviedo / Uviéu, Principado de Asturias, España","Ashington, England, United Kingdom"
Jose María Alvarez Rodríguez,Diego Berrueta Muñoz,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",University of Oviedo,Fundacion CTIC,"Oviedo / Uviéu, Principado de Asturias, España","Gijón / Xixón, Principado de Asturias, España"
Jose María Alvarez Rodríguez,Luis Polo Paredes,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",University of Oviedo,Fundacion CTIC,"Oviedo / Uviéu, Principado de Asturias, España","Gijón / Xixón, Principado de Asturias, España"
Jose María Alvarez Rodríguez,Jose Emilio Labra Gayo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",University of Oviedo,University of Oviedo,"Oviedo / Uviéu, Principado de Asturias, España","Oviedo / Uviéu, Principado de Asturias, España"
Jose María Alvarez Rodríguez,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University,"Oviedo / Uviéu, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Jose María Alvarez Rodríguez,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University,"Oviedo / Uviéu, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Jose María Alvarez Rodríguez,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364),semantic web,University of Oviedo,Machine Intelligence Research Labs (MIR Labs),"Oviedo / Uviéu, Principado de Asturias, España","Ashington, England, United Kingdom"
Diego Berrueta Muñoz,Luis Polo Paredes,POINT (-5.66275 43.5449422),POINT (-5.66275 43.5449422),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",Fundacion CTIC,Fundacion CTIC,"Gijón / Xixón, Principado de Asturias, España","Gijón / Xixón, Principado de Asturias, España"
Diego Berrueta Muñoz,Jose Emilio Labra Gayo,POINT (-5.66275 43.5449422),POINT (-5.8483581 43.3618625),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",Fundacion CTIC,University of Oviedo,"Gijón / Xixón, Principado de Asturias, España","Oviedo / Uviéu, Principado de Asturias, España"
Diego Berrueta Muñoz,Thijs Baars,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University,"Gijón / Xixón, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Diego Berrueta Muñoz,Marco Spruit,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University,"Gijón / Xixón, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Diego Berrueta Muñoz,Ajith Abraham,POINT (-5.66275 43.5449422),POINT (-1.57027 55.1832364),semantic web,Fundacion CTIC,Machine Intelligence Research Labs (MIR Labs),"Gijón / Xixón, Principado de Asturias, España","Ashington, England, United Kingdom"
Luis Polo Paredes,Jose Emilio Labra Gayo,POINT (-5.66275 43.5449422),POINT (-5.8483581 43.3618625),"ontologies,semantic web,data grounding,mapping languages,web services,service-oriented architectures,interoperability,cloud computing,semantic web services",Fundacion CTIC,University of Oviedo,"Gijón / Xixón, Principado de Asturias, España","Oviedo / Uviéu, Principado de Asturias, España"
Luis Polo Paredes,Thijs Baars,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University,"Gijón / Xixón, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Luis Polo Paredes,Marco Spruit,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006),cloud computing,Fundacion CTIC,Utrecht University,"Gijón / Xixón, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Luis Polo Paredes,Ajith Abraham,POINT (-5.66275 43.5449422),POINT (-1.57027 55.1832364),semantic web,Fundacion CTIC,Machine Intelligence Research Labs (MIR Labs),"Gijón / Xixón, Principado de Asturias, España","Ashington, England, United Kingdom"
Jose Emilio Labra Gayo,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University,"Oviedo / Uviéu, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Jose Emilio Labra Gayo,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006),cloud computing,University of Oviedo,Utrecht University,"Oviedo / Uviéu, Principado de Asturias, España","Utrecht, Utrecht, Nederland"
Jose Emilio Labra Gayo,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364),semantic web,University of Oviedo,Machine Intelligence Research Labs (MIR Labs),"Oviedo / Uviéu, Principado de Asturias, España","Ashington, England, United Kingdom"
Christos Kalloniatis,Shareeful Islam,POINT (26.554788 39.1037355),POINT (-0.1277653 51.5074456),"constraints,security,meta-model,goal modelling,privacy",University of the Aegean,University of East London,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","London, England, United Kingdom"
Christos Kalloniatis,Marc-Philippe Huget,POINT (26.554788 39.1037355),POINT (6.086008679698335 45.7806512),"constraints,security,meta-model,goal modelling,privacy",University of the Aegean,University of Savoie,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Pôle Métropolitain Annecy-Chambéry, France"
Christos Kalloniatis,Stefanos Gritzalis,POINT (26.554788 39.1037355),POINT (26.554788 39.1037355),"constraints,security,meta-model,goal modelling,privacy",University of the Aegean,University of the Aegean,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Christos Kalloniatis,Pedro Martinez-Julia,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Murcia, Región de Murcia, España"
Christos Kalloniatis,Antonio F. Gómez-Skarmeta,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Murcia, Región de Murcia, España"
Christos Kalloniatis,Ismael Caballero,POINT (26.554788 39.1037355),POINT (-3.9285138 38.9854201),security,University of the Aegean,University of Castilla-La Mancha,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Ciudad Real, Castilla-La Mancha, España"
Christos Kalloniatis,Alberto Freitas,POINT (26.554788 39.1037355),POINT (-8.6107884 41.1494512),security,University of the Aegean,Universidade do Porto,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Porto, Portugal"
Shareeful Islam,Marc-Philippe Huget,POINT (-0.1277653 51.5074456),POINT (6.086008679698335 45.7806512),"constraints,security,meta-model,goal modelling,privacy",University of East London,University of Savoie,"London, England, United Kingdom","Pôle Métropolitain Annecy-Chambéry, France"
Shareeful Islam,Stefanos Gritzalis,POINT (-0.1277653 51.5074456),POINT (26.554788 39.1037355),"constraints,security,meta-model,goal modelling,privacy",University of East London,University of the Aegean,"London, England, United Kingdom","Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Shareeful Islam,Pedro Martinez-Julia,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795),privacy,University of East London,University of Murcia,"London, England, United Kingdom","Murcia, Región de Murcia, España"
Shareeful Islam,Antonio F. Gómez-Skarmeta,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795),privacy,University of East London,University of Murcia,"London, England, United Kingdom","Murcia, Región de Murcia, España"
Shareeful Islam,Ismael Caballero,POINT (-0.1277653 51.5074456),POINT (-3.9285138 38.9854201),security,University of East London,University of Castilla-La Mancha,"London, England, United Kingdom","Ciudad Real, Castilla-La Mancha, España"
Shareeful Islam,Alberto Freitas,POINT (-0.1277653 51.5074456),POINT (-8.6107884 41.1494512),security,University of East London,Universidade do Porto,"London, England, United Kingdom","Porto, Portugal"
Marc-Philippe Huget,Stefanos Gritzalis,POINT (6.086008679698335 45.7806512),POINT (26.554788 39.1037355),"constraints,security,meta-model,goal modelling,privacy",University of Savoie,University of the Aegean,"Pôle Métropolitain Annecy-Chambéry, France","Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Marc-Philippe Huget,Pedro Martinez-Julia,POINT (6.086008679698335 45.7806512),POINT (-1.1305431 37.9923795),privacy,University of Savoie,University of Murcia,"Pôle Métropolitain Annecy-Chambéry, France","Murcia, Región de Murcia, España"
Marc-Philippe Huget,Antonio F. Gómez-Skarmeta,POINT (6.086008679698335 45.7806512),POINT (-1.1305431 37.9923795),privacy,University of Savoie,University of Murcia,"Pôle Métropolitain Annecy-Chambéry, France","Murcia, Región de Murcia, España"
Marc-Philippe Huget,Ismael Caballero,POINT (6.086008679698335 45.7806512),POINT (-3.9285138 38.9854201),security,University of Savoie,University of Castilla-La Mancha,"Pôle Métropolitain Annecy-Chambéry, France","Ciudad Real, Castilla-La Mancha, España"
Marc-Philippe Huget,Alberto Freitas,POINT (6.086008679698335 45.7806512),POINT (-8.6107884 41.1494512),security,University of Savoie,Universidade do Porto,"Pôle Métropolitain Annecy-Chambéry, France","Porto, Portugal"
Stefanos Gritzalis,Pedro Martinez-Julia,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Murcia, Región de Murcia, España"
Stefanos Gritzalis,Antonio F. Gómez-Skarmeta,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795),privacy,University of the Aegean,University of Murcia,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Murcia, Región de Murcia, España"
Stefanos Gritzalis,Ismael Caballero,POINT (26.554788 39.1037355),POINT (-3.9285138 38.9854201),security,University of the Aegean,University of Castilla-La Mancha,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Ciudad Real, Castilla-La Mancha, España"
Stefanos Gritzalis,Alberto Freitas,POINT (26.554788 39.1037355),POINT (-8.6107884 41.1494512),security,University of the Aegean,Universidade do Porto,"Μυτιλήνη, 81100, Δημοτική Ενότητα Μυτιλήνης, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς","Porto, Portugal"
Pedro Martinez-Julia,Antonio F. Gómez-Skarmeta,POINT (-1.1305431 37.9923795),POINT (-1.1305431 37.9923795),"privacy,next generation internet,overlay networks,identity",University of Murcia,University of Murcia,"Murcia, Región de Murcia, España","Murcia, Región de Murcia, España"
Thijs Baars,Marco Spruit,POINT (5.1215634 52.0907006),POINT (5.1215634 52.0907006),"seca model,cloud security,cloud computing,case study,information security",Utrecht University,Utrecht University,"Utrecht, Utrecht, Nederland","Utrecht, Utrecht, Nederland"
Reijo M. Savola,Christian Frühwirth,POINT (25.4716809 65.0118734),POINT (24.6568435 60.2047672),"agile sw development,security metrics,risk analysis",VTT Technical Research Centre of Finland,Aalto University,"Oulu, Manner-Suomi, Suomi","Espoo, Manner-Suomi, Suomi"
Reijo M. Savola,Ari Pietikäinen,POINT (25.4716809 65.0118734),POINT (24.4406694 60.1227857),"agile sw development,security metrics,risk analysis",VTT Technical Research Centre of Finland,Ericsson Finland,"Oulu, Manner-Suomi, Suomi","Kirkkonummi, Manner-Suomi, Suomi"
Christian Frühwirth,Ari Pietikäinen,POINT (24.6568435 60.2047672),POINT (24.4406694 60.1227857),"agile sw development,security metrics,risk analysis",Aalto University,Ericsson Finland,"Espoo, Manner-Suomi, Suomi","Kirkkonummi, Manner-Suomi, Suomi"
Ismael Caballero,Alberto Freitas,POINT (-3.9285138 38.9854201),POINT (-8.6107884 41.1494512),"quality health information,personal health record (phr),software engineering,security,health management information system (hmis or his),his,security health information,electronicchealth record (ehr),quality",University of Castilla-La Mancha,Universidade do Porto,"Ciudad Real, Castilla-La Mancha, España","Porto, Portugal"
Ismael Caballero,José Luis Hernández,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201),"tools for gsd,distributed software sevelopment (dsd),trust,global software development (gsd)",University of Castilla-La Mancha,University of Castilla-La Mancha,"Ciudad Real, Castilla-La Mancha, España","Ciudad Real, Castilla-La Mancha, España"
Ismael Caballero,Aurora Vizcaíno,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201),"tools for gsd,distributed software sevelopment (dsd),trust,global software development (gsd)",University of Castilla-La Mancha,University of Castilla-La Mancha,"Ciudad Real, Castilla-La Mancha, España","Ciudad Real, Castilla-La Mancha, España"
Marian Gheorghe,K.G. Subramanian,POINT (-1.4702278 53.3806626),POINT (8.2502533 45.0332014),membrane computing,University of Sheffield,Universiti Sains Malaysia,"Sheffield, England, United Kingdom","Penango, Piemonte, Italia"
Marian Gheorghe,Rosni Abdullah,POINT (-1.4702278 53.3806626),POINT (8.2502533 45.0332014),membrane computing,University of Sheffield,Universiti Sains Malaysia,"Sheffield, England, United Kingdom","Penango, Piemonte, Italia"
Marian Gheorghe,T. Robinson,POINT (-1.4702278 53.3806626),POINT (-2.99168 53.4071991),membrane computing,University of Sheffield,Madras Christian College,"Sheffield, England, United Kingdom","Liverpool, England, United Kingdom"
Marian Gheorghe,Florentin Ipate,POINT (-1.4702278 53.3806626),POINT (24.8719422 44.8572343),"membrane computing,membrane algorithm,broadcasting problem,particle swarm optimization,membrane systems",University of Sheffield,University of Pitesti,"Sheffield, England, United Kingdom","Pitești, România"
Marian Gheorghe,Raluca Lefticaru,POINT (-1.4702278 53.3806626),POINT (24.8719422 44.8572343),"membrane computing,membrane algorithm,broadcasting problem,particle swarm optimization,membrane systems",University of Sheffield,University of Pitesti,"Sheffield, England, United Kingdom","Pitești, România"
K.G. Subramanian,Rosni Abdullah,POINT (8.2502533 45.0332014),POINT (8.2502533 45.0332014),"p system,membrane computing,shuffle on trajectories,picture language",Universiti Sains Malaysia,Universiti Sains Malaysia,"Penango, Piemonte, Italia","Penango, Piemonte, Italia"
K.G. Subramanian,T. Robinson,POINT (8.2502533 45.0332014),POINT (-2.99168 53.4071991),"p system,membrane computing,shuffle on trajectories",Universiti Sains Malaysia,Madras Christian College,"Penango, Piemonte, Italia","Liverpool, England, United Kingdom"
K.G. Subramanian,Florentin Ipate,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti,"Penango, Piemonte, Italia","Pitești, România"
K.G. Subramanian,Raluca Lefticaru,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti,"Penango, Piemonte, Italia","Pitești, România"
Rosni Abdullah,T. Robinson,POINT (8.2502533 45.0332014),POINT (-2.99168 53.4071991),"p system,membrane computing,shuffle on trajectories",Universiti Sains Malaysia,Madras Christian College,"Penango, Piemonte, Italia","Liverpool, England, United Kingdom"
Rosni Abdullah,Florentin Ipate,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti,"Penango, Piemonte, Italia","Pitești, România"
Rosni Abdullah,Raluca Lefticaru,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti,"Penango, Piemonte, Italia","Pitești, România"
T. Robinson,Florentin Ipate,POINT (-2.99168 53.4071991),POINT (24.8719422 44.8572343),membrane computing,Madras Christian College,University of Pitesti,"Liverpool, England, United Kingdom","Pitești, România"
T. Robinson,Raluca Lefticaru,POINT (-2.99168 53.4071991),POINT (24.8719422 44.8572343),membrane computing,Madras Christian College,University of Pitesti,"Liverpool, England, United Kingdom","Pitești, România"
Florentin Ipate,Raluca Lefticaru,POINT (24.8719422 44.8572343),POINT (24.8719422 44.8572343),"membrane computing,membrane algorithm,broadcasting problem,particle swarm optimization,membrane systems",University of Pitesti,University of Pitesti,"Pitești, România","Pitești, România"
Basabdatta Sen Bhattacharya,Damien Coyle,POINT (-0.5404819 53.2293545),POINT (-6.948159941337819 54.574243249999995),"""alzheimers disease"",alpha rhythm,event-related-(de)synchronisation,thalamo-cortical model",(University of Lincoln,University of Ulster,"Lincoln, England, United Kingdom","Ulster, United Kingdom"
Basabdatta Sen Bhattacharya,Liam P. Maguire,POINT (-0.5404819 53.2293545),POINT (-6.948159941337819 54.574243249999995),"""alzheimers disease"",alpha rhythm,event-related-(de)synchronisation,thalamo-cortical model",(University of Lincoln,University of Ulster,"Lincoln, England, United Kingdom","Ulster, United Kingdom"
Damien Coyle,Liam P. Maguire,POINT (-6.948159941337819 54.574243249999995),POINT (-6.948159941337819 54.574243249999995),"""alzheimers disease"",alpha rhythm,event-related-(de)synchronisation,thalamo-cortical model",University of Ulster,University of Ulster,"Ulster, United Kingdom","Ulster, United Kingdom"
Antonio L. Bajuelos,Santiago Canales,POINT (-8.6537841 40.640496),POINT (-3.7035825 40.4167047),"computational geometry,art gallery problems,visibility and coverage problems,hybrid metaheuristics and approximation algorithms",University of Aveiro,Universidad Pontifícia Comillas de Madrid,"Aveiro, Portugal","Madrid, Comunidad de Madrid, España"
Antonio L. Bajuelos,Gregorio Hernández,POINT (-8.6537841 40.640496),POINT (-3.7035825 40.4167047),"computational geometry,art gallery problems,visibility and coverage problems,hybrid metaheuristics and approximation algorithms",University of Aveiro,Universidad Politécnica de Madrid,"Aveiro, Portugal","Madrid, Comunidad de Madrid, España"
Antonio L. Bajuelos,Mafalda Martins,POINT (-8.6537841 40.640496),POINT (-8.6537841 40.640496),"computational geometry,art gallery problems,visibility and coverage problems,hybrid metaheuristics and approximation algorithms",University of Aveiro,University of Aveiro,"Aveiro, Portugal","Aveiro, Portugal"
Santiago Canales,Gregorio Hernández,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"computational geometry,art gallery problems,visibility and coverage problems,hybrid metaheuristics and approximation algorithms",Universidad Pontifícia Comillas de Madrid,Universidad Politécnica de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Santiago Canales,Mafalda Martins,POINT (-3.7035825 40.4167047),POINT (-8.6537841 40.640496),"computational geometry,art gallery problems,visibility and coverage problems,hybrid metaheuristics and approximation algorithms",Universidad Pontifícia Comillas de Madrid,University of Aveiro,"Madrid, Comunidad de Madrid, España","Aveiro, Portugal"
Gregorio Hernández,Mafalda Martins,POINT (-3.7035825 40.4167047),POINT (-8.6537841 40.640496),"computational geometry,art gallery problems,visibility and coverage problems,hybrid metaheuristics and approximation algorithms",Universidad Politécnica de Madrid,University of Aveiro,"Madrid, Comunidad de Madrid, España","Aveiro, Portugal"
Jörg Keller,Christoph W. Kessler,POINT (7.473296 51.3582945),POINT (15.6245252 58.4098135),"task mapping,on-chip pipelining,multicore computing,parallel merge sort,streaming computations",FernUniversität in Hagen,Linköping Universitet,"Hagen, Nordrhein-Westfalen, Deutschland","Linköping, 582 23, Sverige"
Jörg Keller,Rikard Hultén,POINT (7.473296 51.3582945),POINT (15.6245252 58.4098135),"task mapping,on-chip pipelining,multicore computing,parallel merge sort,streaming computations",FernUniversität in Hagen,Linköping Universitet,"Hagen, Nordrhein-Westfalen, Deutschland","Linköping, 582 23, Sverige"
Christoph W. Kessler,Rikard Hultén,POINT (15.6245252 58.4098135),POINT (15.6245252 58.4098135),"task mapping,on-chip pipelining,multicore computing,parallel merge sort,streaming computations",Linköping Universitet,Linköping Universitet,"Linköping, 582 23, Sverige","Linköping, 582 23, Sverige"
Alexander Meduna,Petr Zemek,POINT (16.6113382 49.1922443),POINT (16.6113382 49.1922443),"pure grammar systems,formal languages,controlled derivations",Brno University of Technology,Brno University of Technology,"Brno, Jihovýchod, Česko","Brno, Jihovýchod, Česko"
Efi Papatheocharous,Andreas S. Andreou,POINT (14.397271 37.747452),POINT (33.0332657 34.6852901),"artificial neural networks,input sensitivity analysis,software cost estimation",University of Cyprus,Cyprus University of Technology,"Nicosia, 94014, Sicilia, Italia","Λεμεσός, 3085, Δήμος Λεμεσού, Κύπρος, Κύπρος - Kıbrıs"
Henna Suomi,Kalevi Kilkki,POINT (24.6568435 60.2047672),POINT (24.6568435 60.2047672),"path diversity,multipath communication,net benefit,end user",Aalto University,Aalto University,"Espoo, Manner-Suomi, Suomi","Espoo, Manner-Suomi, Suomi"
Henna Suomi,Heikki Hämmäinen,POINT (24.6568435 60.2047672),POINT (24.6568435 60.2047672),"path diversity,multipath communication,net benefit,end user",Aalto University,Aalto University,"Espoo, Manner-Suomi, Suomi","Espoo, Manner-Suomi, Suomi"
Kalevi Kilkki,Heikki Hämmäinen,POINT (24.6568435 60.2047672),POINT (24.6568435 60.2047672),"path diversity,multipath communication,net benefit,end user",Aalto University,Aalto University,"Espoo, Manner-Suomi, Suomi","Espoo, Manner-Suomi, Suomi"
Carlos Delgado Kloos,Stefaan Ternier,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239),"augmented reality,augmented virtuality",Universidad Carlos III de Madrid,Open University of the Netherlands,"Leganés, Comunidad de Madrid, España","Heerlen, Limburg, Nederland"
Carlos Delgado Kloos,Roland Klemke,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239),"augmented reality,augmented virtuality",Universidad Carlos III de Madrid,Open University of the Netherlands,"Leganés, Comunidad de Madrid, España","Heerlen, Limburg, Nederland"
Carlos Delgado Kloos,Marco Kalz,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239),"augmented reality,augmented virtuality",Universidad Carlos III de Madrid,Open University of the Netherlands,"Leganés, Comunidad de Madrid, España","Heerlen, Limburg, Nederland"
Carlos Delgado Kloos,Patricia van Ulzen,POINT (-3.76527 40.3281942),POINT (5.981506585454879 50.8775239),"augmented reality,augmented virtuality",Universidad Carlos III de Madrid,Open University of the Netherlands,"Leganés, Comunidad de Madrid, España","Heerlen, Limburg, Nederland"
Carlos Delgado Kloos,María Blanca Ibáñez,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942),"3d virtual worlds,authoring tools,hybrid learning environments,augmented virtuality,computer based assessment,3d collaborative virtual worlds,tam,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Leganés, Comunidad de Madrid, España"
Carlos Delgado Kloos,David Maroto,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Carlos Delgado Kloos,José Jesús García Rueda,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Carlos Delgado Kloos,Derick Leony,POINT (-3.76527 40.3281942),POINT (-3.7035825 40.4167047),"3d virtual worlds,hybrid learning environments,augmented virtuality,augmented reality,mirror worlds,architecture for virtual learning environments",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Carlos Delgado Kloos,José Jesús Garcia Rueda,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942),"3d collaborative virtual worlds,authoring tools,tam,computer based assessment",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Leganés, Comunidad de Madrid, España"
Carlos Delgado Kloos,Diego Morillo,POINT (-3.76527 40.3281942),POINT (-3.76527 40.3281942),"3d collaborative virtual worlds,authoring tools,tam,computer based assessment",Universidad Carlos III de Madrid,Universidad Carlos III de Madrid,"Leganés, Comunidad de Madrid, España","Leganés, Comunidad de Madrid, España"
Davinia Hernández-Leo,Raul Nieves,POINT (2.1774322 41.3828939),POINT (2.1774322 41.3828939),"augmented physical spaces,classroom orchestration,activities across spaces,cscl,collaborative learning flows,wearable devices",Universitat Pompeu Fabra,Universitat Pompeu Fabra,"Barcelona, 08001, Catalunya, España","Barcelona, 08001, Catalunya, España"
